id	length	midBlast_Ctrl_rep1	midBlast_Ctrl_rep2	midBlast_Ctrl_rep3	midBlast_siTfap2c_rep1	midBlast_siTfap2c_rep2	midBlast_siTfap2c_rep3
Ccdc86	3003	1047	1275	1511	1485	1532	948
Ccdc87	3163	14	12	12	20	14	18
Ccdc88a	8862	335	543	392	581	532	498
Ccdc88b	4959	9	10	24	92	105	128
Ccdc88c	6292	2958	2909	3712	2470	2934	1595
Ccdc89	2353	18	8	20	10	5	26
Ccdc9	2570	1726	1861	2019	1216	1321	919
Ccdc90b	1596	480	518	427	137	246	300
Ccdc91	2459	996	977	1207	588	674	513
Ccdc92	2256	541	575	651	483	503	275
Ccdc93	7256	2827	2647	4060	1142	1149	925
Ccdc94	1313	242	251	224	175	186	149
Ccdc96	3584	34	44	33	95	82	68
Ccdc97	2986	651	784	807	667	720	349
Ccer1	1868	2	6	0	32	35	20
Cchcr1	2659	151	189	230	62	91	48
Ccin	2030	40	24	23	57	60	48
Cck	854	38	16	15	42	32	18
Cckar	2929	0	6	2	24	12	13
Cckbr	2573	2	10	0	26	24	27
Ccl1	505	0	0	0	2	0	7
Ccl11	1073	0	0	0	6	27	9
Ccl12	536	0	0	0	4	4	5
Ccl17	514	0	3	10	9	11	3
Ccl19	1440	0	0	0	0	0	0
Ccl2	806	0	0	0	4	5	6
Ccl20	802	0	0	0	4	6	7
Ccl21a	1736	0	0	0	0	0	0
Ccl21b	5817	0	0	0	0	0	0
Ccl21c	6069	0	0	0	0	0	0
Ccl22	1811	2	8	0	4	7	25
Ccl24	1289	0	0	0	12	2	4
Ccl25	1274	59	81	71	94	119	127
Ccl26	282	0	0	0	2	12	13
Ccl27a	1468	15	6	27	22	24	25
Ccl27b	3951	0	0	0	0	0	0
Ccl28	3739	0	4	2	12	8	24
Ccl3	790	0	0	0	5	11	10
Ccl4	660	2	0	0	5	6	1
Ccl5	531	2	6	5	3	1	6
Ccl6	1436	0	4	2	4	30	6
Ccl7	799	0	0	0	2	2	5
Ccl8	511	0	0	0	6	18	8
Ccl9	3008	3	0	0	6	23	15
Ccm2	2104	282	270	229	157	215	164
Ccm2l	2205	0	0	0	10	18	23
Ccna1	1585	0	0	0	11	10	13
Ccna2	2811	3346	4088	4238	2752	3534	2408
Ccnb1	2316	3580	4354	4359	2947	3391	2754
Ccnb1ip1	1508	210	240	312	153	216	210
Ccnb2	1541	1217	1604	1458	813	915	725
Ccnb3	4554	2	16	3	18	50	49
Ccnc	4369	445	579	505	383	337	439
Ccnd1	3796	107	105	191	155	115	161
Ccnd2	5771	4	12	38	188	263	186
Ccnd3	2260	1739	2009	2331	767	1208	764
Ccndbp1	1572	552	675	621	340	422	385
Ccne1	1956	2445	3006	3552	2601	3099	2235
Ccne2	3220	101	149	155	72	91	107
Ccnf	3099	2346	2673	2745	1782	2209	1212
Ccng1	3487	3239	4626	5132	4354	5162	4600
Ccng2	2494	70	84	65	58	89	44
Ccnh	1976	622	856	790	378	438	403
Ccni	2804	454	616	415	276	252	155
Ccnj	3817	159	234	225	308	251	180
Ccnjl	2709	33	58	33	82	88	70
Ccnk	2632	1795	1973	1931	1601	1697	1087
Ccnl1	2145	874	1106	1059	922	1000	695
Ccnl2	2442	1473	1836	1972	1372	1522	1026
Ccno	1876	4	8	4	40	44	10
Ccnt1	2175	701	797	929	938	1001	637
Ccnt2	3514	1426	1725	1662	1268	1284	683
Ccny	4017	730	950	789	419	467	303
Ccnyl1	2925	1094	1659	1397	770	803	499
Ccp110	5008	668	1070	976	1296	1271	1356
Ccpg1	4023	3973	5036	6072	6782	8204	6438
Ccpg1os	708	81	124	126	198	279	154
Ccr1	2831	0	1	0	14	14	18
Ccr10	1725	2	0	11	18	16	21
Ccr1l1	1460	0	0	0	2	2	14
Ccr2	3589	0	0	0	2	20	17
Ccr3	3273	0	0	0	2	14	9
Ccr4	2787	2	16	9	66	84	28
Ccr5	2926	0	1	0	14	12	23
Ccr6	2080	0	0	0	8	18	19
Ccr7	1975	0	0	2	16	10	20
Ccr8	1156	2	0	9	65	70	24
Ccr9	4392	16	7	2	32	24	21
Ccrl2	2249	0	4	0	6	19	10
Ccrn4l	3069	1234	1393	1478	1428	1596	825
Ccs	1057	103	132	141	100	123	107
Ccsap	2673	322	216	358	139	148	68
Ccser1	5654	222	169	195	120	97	57
Ccser2	7540	1131	1418	1465	733	943	510
Cct2	1962	9741	13134	12985	6889	8371	7296
Cct3	1957	5334	6634	7202	3263	4201	3197
Cct4	1966	5609	6922	6952	5190	6320	5076
Cct5	1769	10936	15074	14578	6219	7514	7079
Cct6a	2171	9574	12778	12069	5493	6293	6718
Cct6b	1873	150	210	150	75	79	74
Cct7	2452	10073	12294	13327	9166	10564	8672
Cct8	2391	6332	7611	7756	4861	5790	5135
Cct8l1	1961	6	7	9	2	14	8
Ccz1	1769	1751	2117	2175	1733	1816	1672
Cd101	3238	2	0	0	17	40	30
Cd109	5867	65	171	77	140	150	156
Cd14	1661	2	28	0	28	28	15
Cd151	2012	869	1105	995	880	1010	695
Cd160	2642	30	48	71	40	56	65
Cd163	4492	3	9	7	66	55	77
Cd163l1	3454	0	0	0	11	34	24
Cd164	2830	3801	5051	5100	2679	3004	1881
Cd164l2	986	18	15	14	34	17	18
Cd177	2714	12	15	16	22	50	25
Cd180	2326	0	0	2	16	6	22
Cd19	2436	0	6	0	28	20	49
Cd1d1	1843	89	42	92	33	20	32
Cd1d2	1244	0	1	2	23	8	25
Cd2	1144	12	13	18	10	13	10
Cd200	2347	0	2	6	9	4	22
Cd200r1	1891	8	6	5	58	31	23
Cd200r2	1750	0	0	0	9	4	21
Cd200r3	2207	2	0	0	6	9	21
Cd200r4	1700	0	0	0	0	2	7
Cd207	1530	0	1	2	13	13	37
Cd209a	1484	0	0	3	6	9	15
Cd209b	2112	0	0	0	16	12	16
Cd209c	1550	8	10	10	16	11	14
Cd209d	863	0	0	0	11	4	10
Cd209e	1771	6	8	4	8	3	12
Cd209f	1109	4	0	2	10	14	12
Cd209g	1085	0	0	0	9	9	6
Cd22	4421	275	406	599	426	562	286
Cd226	2487	0	0	2	2	2	18
Cd244	3758	0	4	0	17	10	22
Cd247	4604	17	11	10	30	27	21
Cd248	2562	4	4	0	16	28	2
Cd24a	1816	61	74	73	102	56	82
Cd27	1576	30	17	22	17	25	6
Cd274	3638	0	0	2	15	31	39
Cd276	3185	14	7	6	26	32	33
Cd28	4317	28	30	84	48	33	33
Cd2ap	5399	9790	12296	12476	5340	5734	4682
Cd2bp2	3509	1326	1629	1759	1236	1462	1061
Cd300a	4642	8	6	6	34	23	31
Cd300c	690	0	1	0	4	3	5
Cd300e	1949	2	0	0	18	2	6
Cd300lb	2880	6	0	4	57	42	44
Cd300ld	2437	30	12	24	27	26	8
Cd300lf	1885	2	9	14	25	20	37
Cd300lg	2732	0	6	0	16	21	37
Cd300lh	1476	0	0	0	9	7	0
Cd302	1350	15	16	19	26	12	31
Cd320	2415	351	404	497	398	530	392
Cd33	2571	28	30	48	16	45	50
Cd34	2621	2	0	0	14	3	20
Cd36	3927	2	8	2	6	11	13
Cd37	1382	4	2	10	5	19	10
Cd38	2995	36	17	38	7	22	15
Cd3d	1330	2	4	2	15	12	34
Cd3e	1436	5	14	8	43	69	16
Cd3eap	2246	776	862	1032	643	701	482
Cd3g	1023	6	16	14	151	107	98
Cd4	3095	2	2	6	19	33	37
Cd40	1784	0	10	10	36	36	27
Cd40lg	1250	0	0	0	0	8	11
Cd44	5653	0	2	0	30	71	58
Cd46	1213	20	16	1	8	10	13
Cd47	1914	51	50	22	26	4	36
Cd48	1142	8	11	6	3	2	7
Cd5	2069	7	7	2	28	7	22
Cd52	503	3	6	9	4	6	0
Cd53	2802	0	4	2	2	4	12
Cd55	2526	350	696	539	1276	1472	1404
Cd55b	1324	15	5	21	32	61	44
Cd59a	1867	101	134	180	118	172	149
Cd59b	796	14	38	32	10	21	25
Cd5l	2037	0	2	0	28	35	18
Cd6	3034	0	1	0	26	37	32
Cd63	1211	7842	9779	10267	8142	10495	9014
Cd68	1247	118	164	100	148	193	79
Cd69	1620	0	0	1	5	8	5
Cd7	1040	0	0	0	14	4	10
Cd70	842	0	4	0	2	19	19
Cd72	1503	0	8	4	16	13	13
Cd74	1415	36	34	65	97	122	62
Cd79a	1327	6	4	6	8	22	21
Cd79b	1198	10	8	8	8	22	13
Cd80	1700	2	0	8	21	16	6
Cd81	1518	29	109	82	196	252	165
Cd82	2077	169	169	118	34	33	30
Cd83	2141	0	2	0	2	4	17
Cd84	6253	0	4	0	14	15	24
Cd86	2539	0	16	0	7	11	19
Cd8a	3130	2	0	4	27	30	46
Cd8b1	1416	2	0	0	9	9	32
Cd9	1192	4031	4572	4680	2931	3586	3461
Cd93	6638	5	18	10	34	18	38
Cd96	2181	0	0	0	21	7	17
Cd99l2	3600	216	276	239	133	130	77
Cda	809	2	0	2	14	18	8
Cdadc1	4127	278	348	297	339	362	254
Cdan1	6384	1148	1540	1629	1676	1947	1078
Cdc123	1623	361	489	412	294	323	314
Cdc14a	4485	382	476	463	338	518	299
Cdc14b	5993	3071	3737	3846	1996	2405	1883
Cdc16	2231	978	1161	1256	668	664	617
Cdc20	1784	2714	3268	3567	3482	3988	2473
Cdc20b	1560	0	4	15	29	32	24
Cdc23	4134	1070	1239	1406	1306	1399	1054
Cdc25a	3627	1822	2573	2612	2405	2271	1796
Cdc25b	3151	290	261	331	164	179	80
Cdc25c	1943	343	400	432	304	340	191
Cdc26	794	391	475	438	210	256	114
Cdc27	5799	3319	4352	4527	4055	4540	3904
Cdc34	1266	2897	3818	3914	2900	3103	2264
Cdc37	2456	4877	5479	5372	4054	4367	3044
Cdc37l1	10345	1026	1422	1483	789	914	711
Cdc40	3365	911	1093	1133	773	827	799
Cdc42	3004	3856	4463	4564	3122	3980	2776
Cdc42bpa	8656	571	789	770	522	661	468
Cdc42bpb	6718	5800	6899	6678	3929	3764	2056
Cdc42bpg	5994	1316	1376	1449	975	1207	621
Cdc42ep1	2542	395	410	530	70	90	36
Cdc42ep2	1491	82	83	90	32	51	27
Cdc42ep3	1967	546	662	587	396	629	383
Cdc42ep4	3375	577	546	696	167	163	118
Cdc42ep5	864	452	469	497	334	422	262
Cdc42se1	3200	602	731	732	892	948	650
Cdc42se2	3138	1886	2296	2234	2325	2469	1404
Cdc45	2143	779	923	957	624	674	572
Cdc5l	2993	12436	13336	15043	4442	4557	3661
Cdc6	4701	1802	2554	2364	1549	2091	1531
Cdc7	3241	484	675	594	799	753	614
Cdc73	2678	1899	2617	2663	1633	1925	1339
Cdca2	3932	1622	1763	1902	1166	1149	721
Cdca3	1488	2056	2328	2480	768	885	726
Cdca4	2419	355	502	409	417	477	362
Cdca5	1906	762	806	862	464	413	354
Cdca7	2361	644	865	920	1025	1070	713
Cdca7l	2611	20	41	26	56	60	71
Cdca8	1626	3006	3730	3529	2662	2672	1956
Cdcp1	3849	576	754	606	125	72	89
Cdcp2	2611	0	0	4	6	18	12
Cdh1	4413	15982	19707	18553	13858	14328	8499
Cdh10	3405	1	0	0	4	4	7
Cdh11	4216	6	2	4	13	22	10
Cdh12	5639	0	8	5	15	5	13
Cdh13	2290	2	3	3	38	46	19
Cdh15	2843	4	24	24	61	26	40
Cdh16	3318	5	4	22	27	41	21
Cdh17	3462	2	4	2	18	7	22
Cdh18	2744	0	1	0	12	8	16
Cdh19	3054	0	4	8	8	11	7
Cdh2	4646	2	0	0	62	34	28
Cdh20	3722	0	0	2	21	24	23
Cdh22	3586	6	5	0	11	23	21
Cdh23	11255	162	193	191	278	285	180
Cdh24	2728	103	111	101	120	114	45
Cdh26	2983	0	2	0	33	41	48
Cdh3	4037	202	259	278	275	289	222
Cdh4	6343	36	34	60	104	98	71
Cdh5	3986	56	52	34	55	47	72
Cdh6	2632	0	13	2	18	39	26
Cdh7	3353	0	0	0	16	10	9
Cdh8	5273	0	0	0	16	18	15
Cdh9	2902	0	2	0	6	3	9
Cdhr1	4304	0	2	4	19	31	40
Cdhr2	4127	6	16	34	64	61	69
Cdhr3	2953	0	0	0	27	11	12
Cdhr5	2629	0	5	12	27	18	23
Cdip1	3898	318	353	371	281	377	245
Cdipt	2313	4194	5097	5050	3808	4353	2742
Cdk1	2860	2066	2463	2511	1191	1398	1390
Cdk10	1649	225	287	256	190	213	76
Cdk11b	2589	5048	6172	5769	4427	5090	2897
Cdk12	8704	3619	4458	4442	2968	3298	1951
Cdk13	7081	1837	2223	2109	1179	1348	923
Cdk14	4911	327	348	376	183	170	114
Cdk15	1477	0	0	2	15	13	8
Cdk16	3042	2857	3066	3214	2229	2282	1495
Cdk17	3643	740	957	1074	550	585	488
Cdk18	3046	112	124	200	153	233	147
Cdk19	5807	612	810	751	288	358	297
Cdk2	2432	1492	1787	1689	697	1060	516
Cdk20	1827	10	7	20	36	28	24
Cdk2ap1	1250	1614	2033	2217	1673	2159	2109
Cdk2ap2	911	160	159	223	99	93	116
Cdk3-ps	1427	3	31	6	19	24	4
Cdk4	1346	1617	2033	1832	1360	1479	1065
Cdk5	2058	112	131	81	39	65	49
Cdk5r1	4134	64	70	62	90	132	72
Cdk5r2	2704	8	6	12	158	222	64
Cdk5rap1	1970	321	321	465	237	336	179
Cdk5rap2	5603	1097	1368	1100	653	657	487
Cdk5rap3	2269	525	608	563	364	394	311
Cdk6	2470	62	61	53	32	23	36
Cdk7	7597	570	796	694	548	632	536
Cdk8	2586	1348	1984	2074	1659	1878	1411
Cdk9	3389	812	1110	994	668	703	524
Cdkal1	6325	406	503	610	298	338	299
Cdkl1	1689	2	2	2	35	17	28
Cdkl2	4576	296	397	403	183	149	204
Cdkl3	3507	49	66	68	82	115	125
Cdkl4	2931	31	24	30	49	40	26
Cdkl5	3246	54	79	59	56	97	78
Cdkn1a	2026	596	674	962	2961	3501	2477
Cdkn1b	2405	184	210	147	118	101	69
Cdkn1c	1942	36	40	116	128	166	109
Cdkn2a	1136	14	20	16	6	10	6
Cdkn2aip	3494	414	531	598	437	446	375
Cdkn2aipnl	1864	596	644	696	669	724	630
Cdkn2b	1393	36	34	4	93	124	123
Cdkn2c	2253	193	164	249	185	199	110
Cdkn2d	1270	42	64	105	42	30	34
Cdkn3	773	93	120	101	59	48	47
Cdnf	3013	16	52	56	77	68	62
Cdo1	1530	20	44	41	46	41	39
Cdon	7214	225	304	270	166	307	151
Cdpf1	1057	180	245	277	131	116	135
Cdr1	2313	2	0	0	2	8	4
Cdr2	2524	173	300	272	380	393	279
Cdr2l	3700	61	67	54	74	79	51
Cdrt4	723	0	0	0	3	14	1
Cdrt4os1	1115	0	0	2	17	6	21
Cds1	3918	275	325	191	1025	960	850
Cds2	8985	2218	2321	2383	849	950	670
Cdsn	2678	36	58	64	60	78	33
Cdt1	2191	2509	2968	3133	2268	2482	1757
Cdv3	4552	15584	20013	20677	13948	15543	13237
Cdx1	1750	4	16	12	3	11	13
Cdx2	2145	4088	4173	4900	1583	1687	1022
Cdx4	1595	0	2	0	4	4	2
Cdyl	3929	579	583	720	357	481	334
Cdyl2	8087	821	1059	935	813	781	406
Ceacam1	3736	28	19	44	83	121	64
Ceacam10	1049	367	482	422	44	50	50
Ceacam11	1011	0	0	0	4	6	12
Ceacam12	2624	0	5	0	10	23	15
Ceacam13	1085	0	0	0	2	0	1
Ceacam14	1024	0	0	0	0	13	1
Ceacam15	1391	0	0	0	4	10	14
Ceacam16	1635	0	1	0	13	11	3
Ceacam18	1937	0	0	5	13	41	18
Ceacam19	3361	0	0	6	38	25	36
Ceacam2	3827	9	9	6	15	23	29
Ceacam20	2895	110	166	165	112	79	54
Ceacam3	2121	1	1	0	14	21	39
Ceacam5	3248	0	0	0	19	2	12
Ceacam9	1374	0	3	0	22	17	2
Ceacam-ps1	715	0	0	0	4	6	6
Cebpa	2639	416	416	462	282	264	218
Cebpb	1518	161	194	180	480	594	304
Cebpd	2260	42	20	21	44	80	36
Cebpe	1238	0	2	5	4	16	5
Cebpg	4702	836	1029	914	520	542	322
Cebpz	4077	1495	2119	2115	1083	1272	1252
Cebpzos	1513	51	80	75	55	81	67
Cecr2	9213	5663	6326	7187	7381	8757	5734
Cecr5	1908	62	73	54	39	27	30
Cecr6	4869	2	0	0	34	26	24
Cel	2038	10	34	14	26	12	33
Cela1	1106	0	10	4	17	6	22
Cela2a	912	8	8	9	11	11	14
Cela3a	958	0	2	0	12	8	15
Cela3b	897	2	1	1	10	9	11
Celf1	7965	4821	5981	6000	3841	4038	2574
Celf2	9517	223	251	250	264	295	193
Celf3	3401	124	116	90	105	76	52
Celf4	5546	10	18	29	143	143	178
Celf5	4390	135	132	178	444	504	247
Celf6	2765	2	6	2	24	15	21
Celrr	1580	0	0	3	0	4	2
Celsr1	11050	696	796	678	838	719	439
Celsr2	10543	17	58	48	93	152	106
Celsr3	11547	82	131	131	162	219	158
Cemip	7114	37	49	85	105	134	127
Cend1	1657	0	10	2	6	14	10
Cenpa	1581	889	1136	1053	796	856	796
Cenpb	2724	156	184	126	68	54	52
Cenpc1	3191	620	762	761	314	384	295
Cenpe	7813	9918	12285	12232	4519	4530	3778
Cenpf	11122	6981	7657	7372	3414	3405	3017
Cenph	1239	646	766	818	389	557	533
Cenpi	3692	364	459	592	263	422	281
Cenpj	4363	368	416	443	266	260	239
Cenpk	2192	154	181	165	63	166	173
Cenpl	2439	145	122	145	86	142	75
Cenpm	1328	604	667	667	695	926	832
Cenpn	1768	527	589	704	486	521	396
Cenpo	4343	216	247	236	156	233	130
Cenpp	1054	216	248	284	154	160	198
Cenpq	1442	238	354	310	100	180	161
Cenpt	1767	526	588	694	528	736	419
Cenpu	2467	222	347	299	186	213	184
Cenpv	1034	56	57	57	46	14	50
Cenpw	1512	214	275	287	141	213	248
Cep104	3277	732	859	881	937	941	739
Cep112	3753	2	6	2	21	36	51
Cep120	4554	1342	1738	1589	1657	1753	1213
Cep126	3647	253	325	353	520	467	328
Cep128	4807	454	548	493	447	390	275
Cep131	3578	356	393	420	392	402	267
Cep135	5314	776	977	880	555	386	356
Cep152	5768	525	741	686	464	445	299
Cep162	5295	405	576	654	556	591	460
Cep164	5488	2218	2469	2224	1214	1170	538
Cep170	6930	1192	1365	1387	948	1064	763
Cep170b	6640	2148	2653	2446	2515	2877	1420
Cep19	1701	226	240	254	98	126	101
Cep192	8093	2494	2977	3005	1382	1565	1052
Cep250	7982	1484	2019	1760	1290	1349	868
Cep290	8006	1129	1725	1700	1738	1616	1601
Cep295	7371	2555	3181	3403	1711	2167	1556
Cep350	13307	2458	3045	2891	2147	2255	1298
Cep41	3937	132	205	195	153	135	120
Cep44	1399	244	253	252	149	178	157
Cep55	2778	664	966	780	612	490	385
Cep57	2843	888	1322	1113	577	682	607
Cep57l1	2387	780	1042	978	410	462	411
Cep63	2696	469	592	702	506	570	376
Cep68	4810	420	569	650	316	429	181
Cep70	2579	732	1063	1048	887	863	552
Cep72	3632	294	400	293	193	200	193
Cep76	3979	1112	1631	1467	1182	1363	1110
Cep78	2549	340	501	434	302	377	343
Cep83	2986	1014	1167	1098	491	556	621
Cep83os	4135	16	24	42	49	40	44
Cep85	3866	394	492	394	385	296	190
Cep85l	2691	383	620	517	265	320	242
Cep89	2567	309	428	418	266	247	169
Cep95	2727	205	266	288	158	286	208
Cep97	8512	197	176	196	217	222	220
Cept1	2899	487	614	677	260	360	358
Cer1	1742	0	2	2	5	19	18
Cercam	2715	23	33	49	94	115	46
Cerk	4546	206	242	249	222	304	201
Cerkl	1759	1	9	0	6	3	13
Cers1	2724	0	0	0	0	0	0
Cers2	2017	1547	1750	1573	612	768	506
Cers3	3251	54	32	53	85	42	28
Cers4	3668	53	56	60	53	44	53
Cers5	2010	360	504	411	280	287	233
Cers6	3930	1573	1968	1709	1472	1804	1117
Ces1a	1979	0	0	0	8	17	22
Ces1b	1965	0	1	0	3	25	12
Ces1c	1839	0	0	0	6	13	15
Ces1d	1966	0	0	0	17	7	17
Ces1e	2073	0	0	0	17	9	15
Ces1f	1915	0	0	0	25	12	33
Ces1g	2289	2	0	0	20	13	24
Ces2a	1964	0	0	0	14	38	22
Ces2b	1895	0	0	0	8	10	15
Ces2c	1969	0	0	0	6	5	4
Ces2d-ps	1963	0	0	0	1	1	1
Ces2e	2699	6	0	22	6	24	25
Ces2f	1823	3	10	28	87	126	85
Ces2g	2859	7	1	37	110	116	110
Ces2h	1677	0	0	0	10	10	10
Ces3a	2049	0	0	0	42	20	17
Ces3b	2065	0	0	0	11	16	9
Ces4a	2433	1	0	2	32	38	17
Ces5a	1893	0	0	4	14	30	12
Cetn1	1051	4	2	2	13	6	12
Cetn2	1186	155	153	168	99	120	178
Cetn3	1013	1485	2000	1843	435	582	822
Cetn4	1059	4	4	4	6	14	6
Cfap126	1034	9	11	12	22	21	11
Cfap20	1294	636	781	857	592	808	638
Cfap221	2511	1	2	2	29	25	22
Cfap36	1523	183	295	219	320	310	301
Cfap43	5947	66	120	106	79	87	123
Cfap44	6583	18	31	19	99	110	140
Cfap45	1822	22	36	18	150	96	81
Cfap46	8214	12	53	38	123	125	117
Cfap52	2201	24	27	24	74	64	57
Cfap53	2108	18	20	53	14	19	12
Cfap57	3895	67	85	45	56	86	62
Cfap58	3345	0	2	8	15	25	33
Cfap61	1561	13	5	10	24	32	31
Cfap69	3245	2	0	4	34	19	21
Cfap70	3800	6	29	68	74	73	53
Cfap74	4670	80	68	172	92	149	133
Cfap97	4523	466	495	554	284	347	254
Cfb	2747	127	133	151	123	169	72
Cfc1	1038	4	18	6	23	3	15
Cfd	927	4	0	3	11	6	14
Cfdp1	1215	6669	8330	8644	5613	5601	5329
Cfh	4365	4	0	0	11	2	15
Cfhr1	1732	0	0	0	0	0	0
Cfhr2	1602	0	0	0	2	0	1
Cfi	2073	0	1	1	14	10	17
Cfl1	1184	9579	11068	10684	6818	7603	6400
Cfl2	2938	528	644	624	568	654	532
Cflar	8352	66	105	102	115	154	110
Cfp	1524	17	24	26	33	21	15
Cftr	6304	0	0	0	8	20	31
Cga	691	0	14	0	0	3	14
Cggbp1	4320	1663	2141	2187	1264	1417	1065
Cgn	5038	3006	3718	3854	1612	1647	1358
Cgnl1	7233	2434	2681	2674	2833	2621	1615
Cgref1	1331	485	522	583	1232	1348	1062
Cgrrf1	1202	66	83	84	69	62	51
Ch25h	1352	0	0	0	0	8	4
Chac1	1570	12	8	10	19	31	20
Chac2	1330	10	51	13	17	23	16
Chad	1653	237	289	247	232	226	156
Chadl	2546	36	26	8	35	35	30
Chaf1a	3308	2591	2977	2973	1957	2037	1025
Chaf1b	1913	584	673	686	333	404	323
Champ1	4013	1468	1781	1821	1087	1194	623
Chat	2810	0	0	4	34	29	29
Chchd1	595	201	270	287	163	215	175
Chchd10	948	1027	964	1186	351	460	283
Chchd2	910	2099	2751	2397	1884	1989	2008
Chchd3	1432	1003	1206	1129	793	881	729
Chchd4	1245	687	677	684	472	586	430
Chchd5	1302	623	788	866	866	1034	730
Chchd6	1126	21	34	30	43	32	28
Chchd7	3066	141	216	188	77	66	105
Chd1	7918	4870	6713	6668	5492	5990	3588
Chd1l	2989	327	420	336	292	344	230
Chd2	9071	1420	1875	1688	1180	1507	951
Chd3	7281	312	517	471	749	777	413
Chd3os	1779	4	12	10	24	50	54
Chd4	6425	10713	13018	12912	7355	7514	4634
Chd5	9486	175	189	217	205	329	158
Chd6	10579	1384	1907	1647	938	1102	719
Chd7	11306	4340	5385	4993	2734	3229	1742
Chd8	8190	3792	4731	4935	3241	4040	2534
Chd9	11517	273	354	445	342	375	271
Chdh	5891	925	1134	960	97	102	87
Chek1	3397	769	990	920	727	777	738
Chek2	2247	739	925	870	729	816	703
Cherp	3800	3784	3993	4265	3177	3354	1748
Chfr	3423	577	780	676	356	443	323
Chga	1882	622	870	710	216	212	170
Chgb	2733	2	2	0	50	63	46
Chia1	1524	0	0	9	27	6	8
Chic1	7401	148	148	234	236	355	170
Chic2	2550	725	985	989	547	507	695
Chid1	4223	445	604	613	379	427	391
Chil1	1689	10	17	5	30	9	26
Chil3	1539	0	0	1	0	4	23
Chil4	1510	0	0	0	1	1	18
Chil6	1668	0	0	0	2	0	21
Chit1	1851	49	72	93	202	141	122
Chka	2687	1290	1431	1764	1154	1469	867
Chkb	1922	0	2	0	1	0	0
ChkbCpt1b	4527	0	0	0	0	0	0
Chl1	7751	3	7	2	19	25	19
Chm	4867	915	1238	1205	488	506	553
Chml	6116	168	192	247	122	150	162
Chmp1a	2171	699	858	704	464	549	447
Chmp1b	2529	1397	1668	1699	855	857	1001
Chmp2a	927	1665	1931	1901	1105	1398	1130
Chmp2b	1838	884	1358	1142	769	867	641
Chmp3	2592	1893	2424	2166	1210	1334	1278
Chmp4b	1606	4469	5145	4939	5205	5180	3920
Chmp4c	1790	710	959	1040	84	163	125
Chmp5	1372	1331	1823	1583	844	997	1020
Chmp6	1561	344	398	375	264	292	210
Chmp7	2706	1586	1827	1746	726	894	561
Chn1	4934	130	160	155	153	197	137
Chn1os3	2707	10	6	10	32	35	21
Chn2	3404	70	83	144	437	589	474
Chodl	2530	0	3	0	5	18	5
Chordc1	2205	1004	1382	1399	485	572	828
Chp1	2594	1316	1890	1734	767	1035	937
Chp2	1171	0	0	0	22	12	23
Chpf	3235	96	143	152	40	51	16
Chpf2	3717	249	264	324	330	387	162
Chpt1	3411	1356	2042	1941	2261	2496	2353
Chrac1	851	256	358	322	128	128	95
Chrd	3341	4	4	2	53	34	25
Chrdl1	6771	0	0	2	8	18	37
Chrdl2	1722	1	2	12	32	32	50
Chrm1	6286	0	1	10	41	18	62
Chrm2	2036	0	0	0	2	4	3
Chrm3	3168	12	2	2	8	36	13
Chrm4	2768	10	2	14	20	28	13
Chrm5	1746	2	2	4	20	22	34
Chrna1	4320	131	159	122	102	141	122
Chrna10	2513	6	14	6	35	39	33
Chrna2	3527	2	4	8	35	35	29
Chrna3	3123	14	20	46	34	30	30
Chrna4	4437	2	2	2	20	29	10
Chrna5	2738	37	28	21	12	19	34
Chrna6	2906	2	2	1	12	12	44
Chrna7	2091	4	1	1	6	19	26
Chrna9	2003	8	21	27	38	27	47
Chrnb1	2149	20	47	10	27	20	30
Chrnb2	5384	4	4	0	45	68	32
Chrnb3	4589	0	0	2	23	13	26
Chrnb4	3486	44	74	47	78	85	54
Chrnd	2965	6	0	6	32	38	52
Chrne	1591	0	10	2	20	24	15
Chrng	1921	4	0	2	24	33	18
Chst1	2682	10	18	12	28	22	20
Chst10	3119	0	2	2	20	18	18
Chst11	5519	18	28	24	108	110	92
Chst12	1786	203	158	272	90	122	65
Chst13	1651	15	33	12	14	17	31
Chst14	2087	22	16	30	21	16	12
Chst15	4265	16	14	24	81	69	44
Chst2	6242	22	18	32	84	124	56
Chst3	6112	351	301	374	347	370	303
Chst4	2000	10	16	6	15	31	18
Chst5	1935	2	2	2	6	22	22
Chst7	2195	0	6	0	21	8	6
Chst8	2397	4	11	3	8	28	18
Chst9	1369	0	0	0	4	12	8
Chsy1	4176	258	364	251	95	98	38
Chsy3	3882	18	8	2	4	22	21
Chtf18	3106	620	732	719	371	335	287
Chtf8	2931	1463	1651	1661	1441	1406	868
Chtop	3721	1094	1325	1180	642	827	553
Chuk	3500	662	876	734	1082	1179	1072
Churc1	639	306	359	404	295	327	329
Ciao1	3075	906	1164	1190	579	598	401
Ciapin1	4327	525	870	738	340	548	457
Ciart	1395	8	10	30	55	34	25
Cib1	1030	253	247	253	118	212	143
Cib2	736	29	53	36	16	31	19
Cib3	646	2	0	0	7	14	1
Cib4	768	1	3	1	31	29	22
Cic	8967	3283	3695	3658	1907	2099	927
Cidea	1164	122	132	148	51	59	50
Cideb	1173	6	26	23	45	29	14
Cidec	1720	14	14	20	20	31	11
Ciita	5997	18	34	27	90	134	91
